0.000000000000000e+00 0.000000000000000e+00 5.047448754813958e-01
1.600000000000000e-01 9.426408484999229e-03 4.963691458220686e-01
3.200000000000000e-01 1.842781549183867e-02 4.716671461596232e-01
4.800000000000000e-01 2.661835490062301e-02 4.318695881515211e-01
6.400000000000000e-01 3.368357385329476e-02 3.788864929080671e-01
8.000000000000000e-01 3.940050810139966e-02 3.151228207075037e-01
9.600000000000000e-01 4.364288399635365e-02 2.432688136697489e-01
1.120000000000000e+00 4.637199369482500e-02 1.661003182568843e-01
1.280000000000000e+00 4.761680795981452e-02 8.631906031985762e-02
1.440000000000000e+00 4.744901631592697e-02 6.451222416451569e-03
1.600000000000000e+00 4.595943593218029e-02 -7.119246332647720e-02
1.760000000000000e+00 4.324145073432877e-02 -1.445069381174708e-01
1.920000000000000e+00 3.938503294850636e-02 -2.115565912464577e-01
2.080000000000000e+00 3.448197420729829e-02 -2.705409294325202e-01
2.240000000000000e+00 2.863991656372876e-02 -3.197881458181822e-01
2.400000000000000e+00 2.200035392336218e-02 -3.577934435267520e-01
2.560000000000000e+00 1.475455330922619e-02 -3.833052646427302e-01
2.720000000000000e+00 7.151620967402669e-03 -3.954476682062068e-01
2.880000000000000e+00 -5.053456087354274e-04 -3.938546419856197e-01
3.040000000000000e+00 -7.876319657013284e-03 -3.787852123863622e-01
3.200000000000000e+00 -1.461276501886558e-02 -3.511886316733538e-01
3.360000000000000e+00 -2.039274763975292e-02 -3.126967467510615e-01
3.520000000000000e+00 -2.495627379529380e-02 -2.655342173036926e-01
3.680000000000000e+00 -2.813403510173522e-02 -2.123535194734550e-01
3.840000000000000e+00 -2.986392570385121e-02 -1.560169536135973e-01
4.000000000000000e+00 -3.019216093616485e-02 -9.935868281741943e-02
4.160000000000000e+00 -2.925900948716194e-02 -4.496369094179588e-02
4.320000000000000e+00 -2.727232538894986e-02 5.003414173791951e-03
4.480000000000000e+00 -2.447450682180527e-02 4.889769543606217e-02
4.640000000000000e+00 -2.110966179742299e-02 8.561449447597080e-02
4.800000000000000e+00 -1.739737255786386e-02 1.145407421394408e-01
4.960000000000000e+00 -1.351762629226377e-02 1.354597530079953e-01
5.120000000000000e+00 -9.608658536182382e-03 1.484398888765060e-01
5.280000000000000e+00 -5.776306729547515e-03 1.537376587450673e-01
5.440000000000000e+00 -2.110737361357539e-03 1.517387037532078e-01
5.600000000000000e+00 1.295267624155876e-03 1.429475295099061e-01
5.760000000000000e+00 4.332510865808534e-03 1.280219088972196e-01
5.920000000000000e+00 6.870849335468998e-03 1.078342407931109e-01
6.080000000000000e+00 8.766266796218183e-03 8.353314779752255e-02
6.240000000000000e+00 9.878831110544745e-03 5.657645367667593e-02
6.400000000000000e+00 1.009789740158244e-02 2.871198845638316e-02
6.560000000000000e+00 9.368828163427670e-03 1.894238458331574e-03
6.720000000000000e+00 7.714750316968541e-03 -2.185999844645612e-02
6.880000000000000e+00 5.247650806672138e-03 -4.065863590920570e-02
7.040000000000000e+00 2.165260606033378e-03 -5.293411189211487e-02
7.200000000000000e+00 -1.266795849104094e-03 -5.762090332637566e-02
7.360000000000000e+00 -4.744898689847767e-03 -5.427815183990281e-02
7.520000000000000e+00 -7.964039554934146e-03 -4.313454603661741e-02
7.680000000000000e+00 -1.065432001097971e-02 -2.504744512599031e-02
7.840000000000000e+00 -1.261056039230502e-02 -1.384849750658602e-03
8.000000000000000e+00 -1.370978094840119e-02 2.614650646570980e-02
